id,user,standard_answer
qa_018,License location,"HF Markets (SV) Ltd is incorporated in St. Vincent & the Grenadines as an International Business Company. If you need details about regulatory status or licenses, please visit the official HFM website Company > Regulations and Licenses"
qa_019,Why can't I transfer from wallet to account,"Please provide a screenshot of the error received, and ask to speak to one of our Live Agents for further assistance."
qa_020,Wallet to account transfer error,"Please provide a screenshot of the error received, and ask to speak to one of our Live Agents for further assistance."
qa_021,How to get notified about price movements?,"HFM provides several ways to get notified about price movements: Choose from popup, Email  or sound notifications."
qa_022,What notification options are available?,"HFM provides several ways to get notified about price movements: Choose from popup,  Email  or sound notifications."
qa_023,How do I set price alerts?,"To set up price alerts on HFM, you can use the following methods: Set notification method (popup, email, sound)."
qa_024,Can I get alerts for price changes?,"To set up price alerts on HFM,  you can use the following methods: Set notification method (popup, email, sound)."
qa_025,Why can't I place trades on currency pairs?,"Depending on your account type, the related instruments will be displayed with a unique suffix. To understand which instruments are right for your account type, please see below: Premium Account: instruments displayed without a suffix like EURUSD or GBPUSD Zero Account: instruments displayed with 'b' suffix like EURUSDb or GBPUSDb Pro Account : instruments displayed with a 'r' at the end like EURUSDr or GBPUSDr Cent Account: instruments displayed with a 'c' at the end like EURUSDc or GBPUSDc If the related instruments are not visible on your terminal, just follow the steps below: Right-click on the 'Market Watch' window Select 'Symbols' and choose the instruments you want to trade Click on 'Show', then, close the 'Market Watch' window Right-click on the 'Market Watch' window again and select 'Show All' Any greyed-out symbols you might see on the terminal are used to calculate oil prices. If these are confusing for you, you can right-click on them and select 'Hide'."
qa_026,I'm having trouble trading forex pairs,"Depending on your account type, the related instruments will be displayed with a unique suffix. To understand which instruments are right for your account type, please see below: Premium Account: instruments displayed without a suffix like EURUSD or GBPUSD Zero Account: instruments displayed with 'b' suffix like EURUSDb or GBPUSDb Pro Account : instruments displayed with a 'r' at the end like EURUSDr or GBPUSDr Cent Account: instruments displayed with a 'c' at the end like EURUSDc or GBPUSDc If the related instruments are not visible on your terminal, just follow the steps below: Right-click on the 'Market Watch' window Select 'Symbols' and choose the instruments you want to trade Click on 'Show', then, close the 'Market Watch' window Right-click on the 'Market Watch' window again and select 'Show All' Any greyed-out symbols you might see on the terminal are used to calculate oil prices. If these are confusing for you, you can right-click on them and select 'Hide'."
qa_027,What does 0 spread mean,"The Zero account is an accessible, swap free, low-cost trading solution. As the name suggests, the primary feature is spreads that start from 0.0 pips on major Forex pairs. For further details, please refer to the information available through our website by navigating to Trading > Accounts > Zero"
qa_028,Can you explain what zero spread account means?,"The Zero account is an accessible, swap free, low-cost trading solution. As the name suggests, the primary feature is spreads that start from 0.0 pips on major Forex pairs. For further details, please refer to the information available through our website by navigating to Trading > Accounts > Zero"
qa_029,How long does it usually take to get my account verified?,Documents can be submitted via your myHF area or sent via email to our back office department (backoffice@hfm.com) and will be verified within 24-48 hours of submission.
qa_030,When can I expect my trading account to be approved?,Documents can be submitted via your myHF area or sent via email to our back office department (backoffice@hfm.com) and will be verified within 24-48 hours of submission.
qa_031,I deposited money but it hasn't shown up in my account yet.,"In case the deposit transaction was successful and you have not received the funds in your myHF account, please send a screenshot of the deposit receipt or any confirmation of the successful transaction to deposit@hfm.com, and our Deposit Department will assist you further regarding this matter."
qa_032,My funds haven't arrived after making a deposit,"In case the deposit transaction was successful and you have not received the funds in your myHF account, please send a screenshot of the deposit receipt or any confirmation of the successful transaction to deposit@hfm.com, and our Deposit Department will assist you further regarding this matter."
qa_033,How to archive account,Steps to archive a trading account: Desktop: Log in to your myHF area from your PC/Laptop In the home tab section under 'My Trading accounts' Select the cog wheel symbol underneath the 'ACTIONS' tab next to your Live Accounts or Demo Accounts Choose 'Archive Account' and click on 'Confirm'. HFM App: Log in to your myHF area from the HFM App Tap on Menu at the bottom left and select My Wallet Select either the 'Live Accounts' or the 'Demo Accounts' tab Tap on the trading account you wish to archive Click on the 3 dotted vertical symbols next to the 'trade' button Tap on 'Archive Account' and confirm Keep in mind that a trading account cannot be reactivated once it is archived.
qa_034,What's the process to archive or deactivate a trading account?,Steps to archive a trading account: Desktop: Log in to your myHF area from your PC/Laptop In the home tab section under 'My Trading accounts' Select the cog wheel symbol underneath the 'ACTIONS' tab next to your Live Accounts or Demo Accounts Choose 'Archive Account' and click on 'Confirm'. HFM App: Log in to your myHF area from the HFM App Tap on Menu at the bottom left and select My Wallet Select either the 'Live Accounts' or the 'Demo Accounts' tab Tap on the trading account you wish to archive Click on the 3 dotted vertical symbols next to the 'trade' button Tap on 'Archive Account' and confirm Keep in mind that a trading account cannot be reactivated once it is archived.
qa_035,I've hit the limit for creating trading accounts,"If you have reached the maximum limits of 7 Live MT4/ 5 Live MT5 trading accounts, kindly archive one (or more) of your existing accounts to be able to open a new one."
qa_036,Can't open another account because I reached the maximum,"If you have reached the maximum limits of 7 Live MT4/ 5 Live MT5 trading accounts, kindly archive one (or more) of your existing accounts to be able to open a new one."
qa_037,Is it possible to cancel a withdrawal request?,You can connect to a Live agent for immediate assistance to cancel your withdrawal request. If the withdrawal has already been processed by the payment processors  then we may not be able to cancel it for you.
qa_038,I need to cancel my withdrawal,"You can connect to a Live agent for immediate assistance to cancel your withdrawal request. If the withdrawal has already been processed by the payment processors, then we may not be able to cancel it for you."
qa_039,My card was cancelled but I used it to deposit. How do I withdraw?,"Please note that you will be required to provide an official confirmation letter from your bank stating that the card has been cancelled prior to submitting a withdrawal request. In case you have submitted a withdrawal request to a cancelled card, please inform our Team by connecting to a Live Agent."
qa_040,I want to withdraw but the deposit card is no longer valid,"Please note that you will be required to provide an official confirmation letter from your bank stating that the card has been cancelled prior to submitting a withdrawal request. In case you have submitted a withdrawal request to a cancelled card, please inform our Team by connecting to a Live Agent."
qa_041,Which card will my withdrawal go to?,Funds are withdrawn to the same card used for deposits during the last 6 months.
qa_042,What card will receive my withdrawal funds?,Funds are withdrawn to the same card used for deposits during the last 6 months.
qa_043,Are there any fees for withdrawals?,HFM does not charge any fees on withdrawal requests. Some banks and payment processors may charge a withdrawal transfer fee.
qa_044,Do you charge withdrawal fees?,HFM does not charge any fees on withdrawal requests. Some banks and payment processors may charge a withdrawal transfer fee.
qa_045,What does processing time mean for withdrawals?,Processing time is the time needed for the withdrawal request to be reviewed and processed by HFM to the processor of your selected withdrawable method. Please note that this is not the time required for your funds to be reflected on your account balance.
qa_046,Can you explain the withdrawal processing time?,Processing time is the time needed for the withdrawal request to be reviewed and processed by HFM to the processor of your selected withdrawable method. Please note that this is not the time required for your funds to be reflected on your account balance.
qa_047,How long before my withdrawal reaches my bank?,The time needed for the funds to reach your bank account/e-wallet depends on your payment method. You can see the respective processing time for each withdrawal method which can be found on our website by navigating to Trading > Pricing > Withdrawal Options
qa_048,When will I receive my withdrawal in my e-wallet?,The time needed for the funds to reach your bank account/e-wallet depends on your payment method. You can see the respective processing time for each withdrawal method which can be found on our website by navigating to Trading > Pricing > Withdrawal Options
qa_049,Tell me about HFM's mission and values,"Our mission is to provide the best customer service to our clients by maintaining a superb client-centric culture. HFM aims to lead the way through the use of cutting-edge technology, innovative system solutions and unrivalled customer service."
qa_050,What is HFM's mission?,"Our mission is to provide the best customer service to our clients by maintaining a superb client-centric culture. HFM aims to lead the way through the use of cutting-edge technology, innovative system solutions and unrivalled customer service."
qa_051,Do you offer corporate accounts?,"Yes,  you can open a corporate account. Corporate accounts allow for multiple users and company-allocated funds."
qa_052,Can I set up a company account?,"Yes, you can open a corporate account. Corporate accounts allow for multiple users and company-allocated funds."
qa_053,Is it possible to have a joint account?,"Yes,  you can open a corporate account. Corporate accounts allow for multiple users and company-allocated funds."
qa_054,Can two people share one account?,"Yes, you can. A joint account is owned by two account holders and can be used by either one of them."
qa_055,Are you regulated?,HF Markets (SV) Ltd is incorporated in St. Vincent & the Grenadines as an International Business Company with the registration number 22747 IBC 2015. For more information you may visit our Regulatory Environment through our website Company > Regulations and Licenses
qa_056,Is HFM a regulated broker?,HF Markets (SV) Ltd is incorporated in St. Vincent & the Grenadines as an International Business Company with the registration number 22747 IBC 2015. For more information you may visit our Regulatory Environment through our website Company > Regulations and Licenses
qa_057,What leverage can I use on my account?,"The setting depends on your account type and trading instrument, but the maximum leverage offered by HFM is 1:2000. Please check our Terms & Conditions found on our website. Navigate to: Company > Legal Documentation > Risks Associated with Transactions in Derivative Financial Instruments (CFD'S) > Margin Requirements Section."
qa_058,What's the maximum leverage available?,"The setting depends on your account type and trading instrument, but the maximum leverage offered by HFM is 1:2000. Please check our Terms & Conditions found on our website. Navigate to: Company > Legal Documentation > Risks Associated with Transactions in Derivative Financial Instruments (CFD'S) > Margin Requirements Section."
qa_059,How do I log in to MT4 on iPhone?,Please follow these steps to log in on iPhone: Open your MT4 Click on 'Settings' Click on 'New Account' Click on 'Login to an existing account' Type in hfmarkets and choose the server Type in your trading account number and trader's password Click on 'Sign in' Please follow these steps to log in or open your MT5: Click on 'Settings' Click on 'New Account' Click on 'Login to an existing account' Type in hfmarkets and select Broker name Type in your trading account number and trader's password Select server Click on 'Sign in'
qa_060,MT4 login steps for iPhone?,Please follow these steps to log in on iPhone: Open your MT4 Click on 'Settings' Click on 'New Account' Click on 'Login to an existing account' Type in hfmarkets and choose the server Type in your trading account number and trader's password Click on 'Sign in' Please follow these steps to log in or open your MT5: Click on 'Settings' Click on 'New Account' Click on 'Login to an existing account' Type in hfmarkets and select Broker name Type in your trading account number and trader's password Select server Click on 'Sign in'
qa_061,How to log in to MT4 on Android?,Please follow these steps to log in on an Android device: Open your MT4 Click on the 3 lines menu on the top left corner of the screen Click on 'Manage Accounts' Click on the + sign in the top right corner of the screen Click on 'Login to an existing account' Type in hfmarkets and choose the server Type in your trading account number and trader's password Click on 'Sign in'
qa_062,MT4 login for Android device?,Please follow these steps to log in on an Android device: Open your MT4 Click on the 3 lines menu on the top left corner of the screen Click on 'Manage Accounts' Click on the + sign in the top right corner of the screen Click on 'Login to an existing account' Type in hfmarkets and choose the server Type in your trading account number and trader's password Click on 'Sign in'
qa_063,How do I login to MT4 on PC?,Web Terminal /PC Open your MT4 / MT5 Click on 'File' on the top menu Click on the 'Login' in your 'Trade Account' Type in your trading account number Type in the trader's password you created Choose the server Click on 'Login'
qa_064,MT4 login steps for desktop?,Web Terminal /PC Open your MT4 / MT5 Click on 'File' on the top menu Click on the 'Login' in your 'Trade Account' Type in your trading account number Type in the trader's password you created Choose the server Click on 'Login'
qa_065,What documents do I need to open an account?,"For Live accounts, we need at least two documents to accept you as an individual client: Proof of Identification - current (not expired) coloured scanned copy (in PDF or JPG format) of your passport. If no valid passport is available, please upload a similar identification document bearing your photo, such as a National ID card or a Driving licence. Proof of Address - a Bank Statement or Utility Bill. Please ensure, however, that documents provided are not older than 6 months and that your name and physical address are clearly displayed. Important Note: The name on the Proof of Identification document must match the name on the Proof of Address document. You can conveniently upload your documents directly from your myHF area; alternatively, you can also scan them and send them to backoffice@hfm.com Your documents will be checked by the verification department within 48 hours. Kindly note, any deposits will be credited to the account only after your documents have been approved and your myHF area is fully activated."
qa_066,Which documents are required for verification?,"For Live accounts, we need at least two documents to accept you as an individual client: Proof of Identification - current (not expired) coloured scanned copy (in PDF or JPG format) of your passport. If no valid passport is available, please upload a similar identification document bearing your photo, such as a National ID card or a Driving licence. Proof of Address - a Bank Statement or Utility Bill. Please ensure, however, that documents provided are not older than 6 months and that your name and physical address are clearly displayed. Important Note: The name on the Proof of Identification document must match the name on the Proof of Address document. You can conveniently upload your documents directly from your myHF area; alternatively, you can also scan them and send them to backoffice@hfm.com Your documents will be checked by the verification department within 48 hours. Kindly note, any deposits will be credited to the account only after your documents have been approved and your myHF area is fully activated."
qa_067,What's the difference between myHF account and trading account?,"Your myHF account is your wallet, which is automatically created when you register with HFM. It can be used to make deposits, withdrawals and internal transfers to and from your trading accounts. Through your myHF area, you can also create your live trading accounts and demo accounts. Note: You can log in to your myHF account only from the website or using the HFM App. A trading account is a Live or Demo account you create through your myHF area in order to trade any asset available. Note: You can log in to y"
qa_068,Can you explain myHF account vs trading account?,"Your myHF account is your wallet, which is automatically created when you register with HFM. It can be used to make deposits, withdrawals and internal transfers to and from your trading accounts. Through your myHF area, you can also create your live trading accounts and demo accounts. Note: You can log in to your myHF account only from the website or using the HFM App. A trading account is a Live or Demo account you create through your myHF area in order to trade any asset available. Note: You can log in to y"
qa_069,How do I close my HFM account?,"If you wish to close your HFM account, please ensure you have first withdrawn all remaining funds. Once there are no funds left in your HFM account, you can send us an email from your registered email address, confirming you wish to close your HFM account, and including the reason behind your decision for feedback purposes. You can find our email address on our website Contact Us section."
qa_070,How can I change my legal name?,"If your name/surname has changed, please send an email from your registered email address to backoffice@hfm.com confirming your new full name and surname, and attaching a valid Proof of Legal Existence (PLE) document confirming the same, as well as a legal document confirming the change (e.g. If your surname changed due to marriage, please provide the marriage certificate)."
qa_071,I need to update my name on my account,"If your name/surname has changed, please send an email from your registered email address to backoffice@hfm.com confirming your new full name and surname, and attaching a valid Proof of Legal Existence (PLE) document confirming the same, as well as a legal document confirming the change (e.g. If your surname changed due to marriage, please provide the marriage certificate)."
qa_072,How do I change my residential address?,"If you wish to change your registered residential address, please send an email from your registered email address to backoffice@hfm.com confirming your new full residential address and attaching a valid Proof of Address (POA) document confirming the same. Suitable Proof of Address documents include a recent bank statement or utility bill (energy bill, water bill, telephone bill, gas bill) or any other governmental document that is in your name and is no more than 6 months old. Please note that all four corners should be visible."
qa_073,I want to update my address,"If you wish to change your registered residential address, please send an email from your registered email address to backoffice@hfm.com confirming your new full residential address and attaching a valid Proof of Address (POA) document confirming the same. Suitable Proof of Address documents include a recent bank statement or utility bill (energy bill, water bill, telephone bill, gas bill) or any other governmental document that is in your name and is no more than 6 months old. Please note that all four corners should be visible."
qa_074,How do I create a live or demo account?,"To create a trading account, please log into your myHF area; on the left menu under Trading Accounts > Open Live Account or Open Demo account. In case you are using the HFM App, please log in to your myHF account, select Menu > My Wallet > Live / Demo Accounts TAB > Open Trading Account. Keep in mind that you will be required to create your own Trading Account Password."
qa_075,Steps to open a new trading account?,"To create a trading account, please log into your myHF area; on the left menu under Trading Accounts > Open Live Account or Open Demo account. In case you are using the HFM App, please log in to your myHF account, select Menu > My Wallet > Live / Demo Accounts TAB > Open Trading Account. Keep in mind that you will be required to create your own Trading Account Password."
qa_076,How can I add or remove funds from demo account?,"You can top up or remove funds to/from your demo account anytime you wish, directly from your myHF area by following the steps below: Log in to your myHF area Under your 'My Trading Accounts', click on 'View All' Click on the 'Demo Accounts' tab Select 'Add or Remove funds' and proceed with the adjustment you wish to make"
qa_077,Can I adjust my demo account balance?,"You can top up or remove funds to/from your demo account anytime you wish, directly from your myHF area by following the steps below: Log in to your myHF area Under your 'My Trading Accounts', click on 'View All' Click on the 'Demo Accounts' tab Select 'Add or Remove funds' and proceed with the adjustment you wish to make"
qa_078,Where can I see my finances?,"To see all your finances, please follow the steps below: Log in to your myHF area On the left-hand side, select My Wallet> Wallet Actions >Wallet Finances Select the tab you wish to view: Deposit/ Withdrawals"
qa_079,How do I view my transaction history?,"To see all your finances, please follow the steps below: Log in to your myHF area On the left-hand side, select My Wallet> Wallet Actions >Wallet Finances Select the tab you wish to view: Deposit/ Withdrawals"
qa_080,How do I transfer funds between accounts?,"In order to transfer funds, please log into your myHF area, select 'Transfer funds' on the left-hand menu. You will then be able to select the account from which you wish to transfer and the receiving account. Enter the amount and then click on Transfer Funds. In case you are using the HFM APP, please log in to your myHF account, please select MENU on the bottom left side of the screen, tap on My Wallet and select Transfer funds. You will then be able to select the account from which you wish to transfer and the receiving account. Enter the amount and then click on Continue."
qa_081,Can I move money between my trading accounts?,"In order to transfer funds, please log into your myHF area, select 'Transfer funds' on the left-hand menu. You will then be able to select the account from which you wish to transfer and the receiving account. Enter the amount and then click on Transfer Funds. In case you are using the HFM APP, please log in to your myHF account, please select MENU on the bottom left side of the screen, tap on My Wallet and select Transfer funds. You will then be able to select the account from which you wish to transfer and the receiving account. Enter the amount and then click on Continue."
qa_082,How do I deposit money?,"Please log in to your myHF area, on the left-hand side menu, click on deposit, select your preferred method and follow the instructions on the screen. In case you are using the HFM APP, you will need to tap on Menu and then Deposit at the bottom of the screen and select any of the available methods. You will be able to deposit into your myWallet or directly to an active Trading Account."
qa_083,What are the steps to make a deposit?,"Please log in to your myHF area, on the left-hand side menu, click on deposit, select your preferred method and follow the instructions on the screen. In case you are using the HFM APP, you will need to tap on Menu and then Deposit at the bottom of the screen and select any of the available methods. You will be able to deposit into your myWallet or directly to an active Trading Account."
qa_084,How can I change my myHF password?,"To change your myHF area password, please log into your myHF area, under Funding on the left-hand menu, click on myWallet > Wallet Actions > Change Password. You will then need to enter your old password, the new password and repeat your new password and select 'Change Password' to confirm the change."
qa_085,I want to reset my myHF account password,"To change your myHF area password, please log into your myHF area, under Funding on the left-hand menu, click on myWallet > Wallet Actions > Change Password. You will then need to enter your old password, the new password and repeat your new password and select 'Change Password' to confirm the change."
qa_086,How do I change my registered email?,"Kindly be informed that the request to change your email address must be sent from the email address registered with your HFM account and should include the new email address you wish to update your account with. If you no longer have access to your registered email address, we kindly ask you to send your request via email to the email address found on the Contact Us section of our website, from your new email address. Please include the following as part of the verification process: A front and Back copy of your registered ID document. A clear photo of yourself holding your registered ID document. (Ensure that both your face and the ID document are fully visible in the picture.) Confirm your old email address. This will help us verify your identity and update our records accordingly."
qa_087,I need to update my email address,"Kindly be informed that the request to change your email address must be sent from the email address registered with your HFM account and should include the new email address you wish to update your account with. If you no longer have access to your registered email address, we kindly ask you to send your request via email to the email address found on the Contact Us section of our website, from your new email address. Please include the following as part of the verification process: A front and Back copy of your registered ID document. A clear photo of yourself holding your registered ID document. (Ensure that both your face and the ID document are fully visible in the picture.) Confirm your old email address. This will help us verify your identity and update our records accordingly."
qa_088,Can I change my account base currency?,"If you have not yet funded your HFM account/Live trading account, please send us an email to the email address found on the Contact Us section of our website, from your registered email address with your request, specifying the base currency you wish to have on your account, and kindly confirm the account number. Please do not make any deposits until you have received confirmation that the change has been made successfully. If you have already funded your account, unfortunately, it is not possible to change the base currency."
qa_089,How do I change the base currency of my account?,"If you have not yet funded your HFM account/Live trading account, please send us an email to the email address found on the Contact Us section of our website, from your registered email address with your request, specifying the base currency you wish to have on your account, and kindly confirm the account number. Please do not make any deposits until you have received confirmation that the change has been made successfully. If you have already funded your account, unfortunately, it is not possible to change the base currency."
qa_090,How do I reset my trader's password?,"How to Change Your Trader's Password For Desktop: Access your myHF area from your PC or Laptop. Navigate to My Trading Accounts: In the Home tab, locate the 'My Trading Accounts' section. Select the Account: Find the Live or Demo account for which you want to change the password. Under the 'ACTIONS' tab, click the cog wheel symbol. Change Password: Choose 'Change Password' from the options. Set New Password: Enter a new password that meets all security criteria, then click 'Continue'. Verify with OTP: You will receive a two-factor authentication (2FA) one-time password (OTP) via your registered email. Enter this OTP in the provided field and click 'Confirm'. For HFM App: Open the HFM App and log in to your myHF area. Access My Wallet: Tap on the Menu and select 'My Wallet'. Select Account: Choose either the 'Live Accounts' or 'Demo Accounts' tab, then tap on the trading account for which you want to change the password. Change Password: Tap the three vertical dots next to the 'Trade' button and select 'Change Password'. Set New Password: Enter a new password that meets all security criteria, then tap 'Continue'. Verify with OTP: You will receive a two-factor authentication (2FA) one-time password (OTP) via your registered email. Enter this OTP in the provided field and click 'Confirm'."
qa_091,I forgot my trading account password,"How to Change Your Trader's Password For Desktop: Access your myHF area from your PC or Laptop. Navigate to My Trading Accounts: In the Home tab, locate the 'My Trading Accounts' section. Select the Account: Find the Live or Demo account for which you want to change the password. Under the 'ACTIONS' tab, click the cog wheel symbol. Change Password: Choose 'Change Password' from the options. Set New Password: Enter a new password that meets all security criteria, then click 'Continue'. Verify with OTP: You will receive a two-factor authentication (2FA) one-time password (OTP) via your registered email. Enter this OTP in the provided field and click 'Confirm'. For HFM App: Open the HFM App and log in to your myHF area. Access My Wallet: Tap on the Menu and select 'My Wallet'. Select Account: Choose either the 'Live Accounts' or 'Demo Accounts' tab, then tap on the trading account for which you want to change the password. Change Password: Tap the three vertical dots next to the 'Trade' button and select 'Change Password'. Set New Password: Enter a new password that meets all security criteria, then tap 'Continue'. Verify with OTP: You will receive a two-factor authentication (2FA) one-time password (OTP) via your registered email. Enter this OTP in the provided field and click 'Confirm'."
qa_092,I'm getting an unsuccessful deposit error,"If you are trying to make a deposit and receive the error message Unsuccessful deposit, please contact your bank for clarification. If you still require assistance regarding your deposit, please email our Deposit Department at deposit@hfm.com"
qa_093,My deposit failed with an error message,"If you are trying to make a deposit and receive the error message Unsuccessful deposit, please contact your bank for clarification. If you still require assistance regarding your deposit, please email our Deposit Department at deposit@hfm.com"
qa_094,How can I make a withdrawal?,"You can withdraw at any time from the funds that are surplus to any margin requirement. To request a withdrawal, simply log in to your myHF area (your Client Area) and select 'Withdraw'. All submitted withdrawals are processed within 24 hours. All available withdrawal options can be found on our website by navigating to Trading > Pricing > Withdrawal Options"
qa_095,What's the process to withdraw funds?,"You can withdraw at any time from the funds that are surplus to any margin requirement. To request a withdrawal, simply log in to your myHF area (your Client Area) and select 'Withdraw'. All submitted withdrawals are processed within 24 hours. All available withdrawal options can be found on our website by navigating to Trading > Pricing > Withdrawal Options"
qa_096,My phone number is linked to another account,"Please send an email from your registered email address to the contact email provided on our page here: https://www.hfm.com/int/en/contact-us In your email, confirm your new telephone number (including the country code) and provide your date of birth for verification purposes. This will allow us to verify your identity and assist you with updating or resolving the phone number issue linked to your account.Please note that all registered phone numbers must be unique, meaning, the same phone number cannot be used for 2 different wallets. To update your phone number, please email us the following: Your new telephone number, complete with the country code. Your date of birth for verification purposes."
qa_097,Why is my phone number already in use?,"Please send an email from your registered email address to the contact email provided on our page here: https://www.hfm.com/int/en/contact-us In your email, confirm your new telephone number (including the country code) and provide your date of birth for verification purposes. This will allow us to verify your identity and assist you with updating or resolving the phone number issue linked to your account.Please note that all registered phone numbers must be unique, meaning, the same phone number cannot be used for 2 different wallets. To update your phone number, please email us the following: Your new telephone number, complete with the country code. Your date of birth for verification purposes."
qa_098,I can't login or register a real account,"If you are unable to log in or register a real (live) trading account on HFM, here are some common reasons and solutions: Account Creation Process: You need to create your live trading account through your myHF area. Log in to myHF, then select Open Live Account under the Trading Accounts menu. Make sure to complete all required steps, including setting your trading account password. Verification Requirements: Live accounts require identity verification. Ensure you have submitted valid documents such as Proof of Identification and Proof of Address. Without verification, access to your live account may be restricted. Login Details: When logging in to your live trading account on MT4 or MT5, use your trading account number and the trader's password you created. Also, select the correct server (hfmarkets) during login. Technical Issues: Try clearing your browser cache, using a different device, or updating the HFM App. Also, ensure you are logging in through the correct platforms: myHF area for account management and MT4/MT5 platforms or WebTerminal for trading accounts. If you continue to experience issues, please contact our support team for further assistance: https://www.hfm.com/int/en/contact-us"
qa_099,Why can't I register a live account?,"If you are unable to log in or register a real (live) trading account on HFM, here are some common reasons and solutions: Account Creation Process: You need to create your live trading account through your myHF area. Log in to myHF, then select Open Live Account under the Trading Accounts menu. Make sure to complete all required steps, including setting your trading account password. Verification Requirements: Live accounts require identity verification. Ensure you have submitted valid documents such as Proof of Identification and Proof of Address. Without verification, access to your live account may be restricted. Login Details: When logging in to your live trading account on MT4 or MT5, use your trading account number and the trader's password you created. Also, select the correct server (hfmarkets) during login. Technical Issues: Try clearing your browser cache, using a different device, or updating the HFM App. Also, ensure you are logging in through the correct platforms: myHF area for account management and MT4/MT5 platforms or WebTerminal for trading accounts. If you continue to experience issues, please contact our support team for further assistance: https://www.hfm.com/int/en/contact-us"
qa_100,What documents do I need for verification?,"For identity verification on HFM, you need to provide the following documents: Proof of Identification: A current (not expired) colored scanned copy of your passport. If you don't have a valid passport, you can submit a similar photo ID such as a National ID card or Driving Licence.Proof of Address: A recent Bank Statement or Utility Bill (energy, water, telephone, gas bill) that is no older than 6 months. The document must clearly show your name and physical address. Important: The name on your Proof of Identification must exactly match the name on your Proof of Address. You can upload these documents directly in your myHF area or send them via email to backoffice@hfm.com. Verification usually takes up to 48 hours."
qa_101,Which documents are needed to verify my account?,"For identity verification on HFM, you need to provide the following documents: Proof of Identification: A current (not expired) colored scanned copy of your passport. If you don't have a valid passport, you can submit a similar photo ID such as a National ID card or Driving Licence.Proof of Address: A recent Bank Statement or Utility Bill (energy, water, telephone, gas bill) that is no older than 6 months. The document must clearly show your name and physical address. Important: The name on your Proof of Identification must exactly match the name on your Proof of Address. You can upload these documents directly in your myHF area or send them via email to backoffice@hfm.com. Verification usually takes up to 48 hours."
qa_102,Why can't I register?,"If you can't register a real trading account on HFM, it may be due to the following reasons: You need to create your live trading account through your myHF area by logging in and selecting Open Live Account under the Trading Accounts menu. Make sure to complete all required steps, including setting your trading account password. Live accounts require identity verification. You must submit valid documents such as Proof of Identification (passport, National ID, or Driving Licence) and Proof of Address (a recent bank statement or utility bill not older than 6 months). The names on both documents must match exactly. Without completing verification, access to your live account may be restricted. When logging in to your live trading account on MT4 or MT5, use your trading account number and the trader's password you created, and select the correct server (hfmarkets). Technical issues like browser cache, device compatibility, or app version might also affect registration. Try clearing cache, using a different device, or updating the HFM App. If the problem continues, please contact our support team for assistance: https://www.hfm.com/int/en/contact-us"
